class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",10 to 19,  1570,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"First dose administered, as at 11 May 2021",20 to 29, 37412,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",20 to 29, 16986,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"First dose administered, as at 11 May 2021",30 to 39, 39827,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",30 to 39, 17497,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"First dose administered, as at 11 May 2021",40 to 49, 36307,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",40 to 49, 15605,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"First dose administered, as at 11 May 2021",50 to 59, 45898,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",50 to 59, 18628,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"First dose administered, as at 11 May 2021",60 to 69, 34633,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",60 to 69, 12627,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"First dose administered, as at 11 May 2021",70 to 79, 12479,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",70 to 79,  3560,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"First dose administered, as at 11 May 2021",80 to 89,  5104,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",80 to 89,   721,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"First dose administered, as at 11 May 2021",90 + years / Unknown,  1952,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By age group,"Second dose administered, as at 11 May 2021",90 + years / Unknown,   103,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By sex,"First dose administered, as at 11 May 2021",Female,138888,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By sex,"Second dose administered, as at 11 May 2021",Female, 51328,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By sex,"First dose administered, as at 11 May 2021",Male, 78444,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By sex,"Second dose administered, as at 11 May 2021",Male, 35859,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By sex,"First dose administered, as at 11 May 2021",Other / Unknown,   271,,12-05-21
Health,COVID-19 Vaccinations,Covid-19 Vaccines Administered – Cumulative,By sex,"Second dose administered, as at 11 May 2021",Other / Unknown,   110,,12-05-21
