class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-11-27,13118,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-11-28,12644,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-11-29,16825,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-11-30,15271,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-01,14781,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-02,15382,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-03,13012,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-04,13568,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-05,14193,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-06,14072,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-07,14692,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-08,15397,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-09,13567,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-10,13026,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-11,13667,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-12,14945,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-13,14623,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-14,14361,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-15,13761,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-16,13969,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-17,15251,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-18,12398,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-19,13406,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-20,13732,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-21,13461,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-22,13067,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-23,12299,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-24,11326,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-25,10068,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-26,10173,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-27,15736,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-28,13964,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-29,15639,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-30,16124,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2019-12-31,18664,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-01,15973,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-02,17224,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-03,18337,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-04,19611,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-05,20283,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-06,15883,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-07,15862,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-08,15621,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-09,16266,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-10,16545,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-11,17176,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-12,15898,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-13,15202,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-14,13756,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-15,14762,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-16,16021,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-17,14954,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-18,14951,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-19,16666,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-20,15245,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-21,14149,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-22,13471,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-23,13298,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-24,13844,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-25,13725,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-26,15745,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-27,14342,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-28,13721,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-29,13284,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-30,13014,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-01-31,14259,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-01,13828,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-02,14016,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-03,11760,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-04,11173,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-05,12757,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-06,11463,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-07,12632,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-08,13256,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-09,12625,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-10,13694,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-11, 9939,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-12,11003,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-13,11469,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-14,13055,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-15,12616,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-16,13244,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-17,12474,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-18,11437,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-19,13090,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-20,11497,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-21,14251,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-22,15233,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-23,13630,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-24,13452,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-25,11157,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-26,12882,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-27,13106,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-28,14520,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-02-29,12961,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-01,13577,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-02,13708,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-03,10163,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-04,11678,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-05,10481,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-06,12357,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-07,10873,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-08,12241,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-09,12152,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-10,10619,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-11,11100,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-12,11204,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-13,11953,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-14,11023,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-15,14455,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-16,11181,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-17, 8980,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-18,10987,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-19, 9813,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-20,11245,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-21, 9488,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-22, 9604,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-23, 7360,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-24, 4755,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-25, 4371,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-26, 2814,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-27, 2643,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-28, 2966,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-29, 2392,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-30,  726,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-03-31,  581,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-01, 1107,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-02,  498,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-03,  641,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-04,  893,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-05, 1210,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-06, 1765,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-07, 2056,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-08, 2912,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-09, 2280,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-10, 2210,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-11, 2118,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-12, 2465,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-13, 1581,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-14,  693,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-15,  579,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-16, 1079,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-17,  483,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-18, 1153,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-19,  679,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-20,  339,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-21,  591,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-22,  196,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-23,  194,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-24,  336,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-25,  209,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-26,  598,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-27,  469,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-28,  442,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-29,  216,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-04-30,  543,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-01,  250,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-02,  518,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-03,  304,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-04,   23,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-05,  215,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-06,  198,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-07,  371,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-08,   37,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-09,  319,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-10,  251,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-11,  194,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-12,  169,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-13,  501,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-14,  164,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-15,  291,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-16,  181,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-17,  284,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-18,    0,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-19,  160,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-20,  262,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-21,  214,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-22,   35,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-23,  287,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-24,  281,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-25,    0,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-26,  338,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-27,  424,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-28,  309,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-29,  168,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-30,  398,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-05-31,  523,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-01,   94,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-02,  276,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-03,  326,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-04,  305,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-05,   28,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-06,  331,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-07,  704,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-08,  249,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-09,  407,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-10,  235,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-11,  269,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-12,  305,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-13,  297,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-14,  345,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-15,    0,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-16,  276,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-17,  678,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-18,  458,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-19,  455,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-20, 1022,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-21,  458,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-22,  464,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-23,  432,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-24,  566,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-25,  384,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-26,  264,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-27,  893,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-28,  469,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-29,  228,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-06-30,  487,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-01,  416,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-02,  653,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-03,  236,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-04,  737,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-05,  419,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-06,  328,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-07,  465,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-08,  462,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-09,  827,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-10,  490,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-11,  701,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-12,  260,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-13,  305,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-14,  357,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-15,  406,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-16,  660,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-17,  500,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-18,  679,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-19,  644,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-20,  254,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-21,  519,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-22,  327,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-23,  694,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-24,  750,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-25,  515,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-26,  414,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-27,  224,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-28,  381,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-29,  234,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-30,  539,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-07-31,  112,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-01,  439,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-02,  237,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-03,  219,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-04,  505,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-05,  312,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-06,  474,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-07,  638,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-08,  360,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-09,  325,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-10,  218,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-11,  396,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-12,  205,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-13,  548,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-14,  163,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-15,  344,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-16,  215,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-17,  229,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-18,  537,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-19,  218,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-20,  355,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-21,  190,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-22,  306,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-23,  185,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-24,  199,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-25,  583,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-26,  216,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-27,  563,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-28,  419,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-29,  683,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-30,  233,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-08-31,  284,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-01,  612,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-02,  293,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-03,  473,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-04,  242,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-05,  388,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-06,  314,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-07,  240,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-08,  736,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-09,  471,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-10,  464,Number,13-05-21
Economic,Travel,Daily border crossings - departures,Other passports,Other passports,2020-09-11,  453,Number,13-05-21
