class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-15,  157,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-16,  184,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-17,  170,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-18,  322,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-19,   55,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-20,  177,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-21,  110,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-22,  106,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-23,  178,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-24,  162,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-25,  160,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-26,   56,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-27,  540,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-28,  594,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-29,  416,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-30,  517,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-07-31,  443,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-01,  607,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-02,  284,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-03,  270,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-04,  349,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-05,  262,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-06,  331,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-07,  226,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-08,  598,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-09,  220,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-10,  348,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-11,  728,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-12,  373,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-13,  545,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-14,  269,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-15,  620,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-16,  171,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-17,  225,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-18,  374,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-19,  317,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-20,  286,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-21,  381,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-22,  454,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-23,  371,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-24,  341,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-25,  279,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-26,  482,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-27,  480,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-28,  369,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-29,  379,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-30,  280,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-08-31,  296,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-01,  312,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-02,  365,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-03,  492,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-04,  367,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-05,  453,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-06,  284,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-07,  389,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-08,  410,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-09,  392,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-10,  372,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-11,  343,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-12,  562,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-13,  293,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-14,  437,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-15,  242,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-16,  431,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-17,  337,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-18,  560,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-19,  490,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-20,  320,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-21,  345,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-22,  273,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-23,  495,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-24,  271,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-25,  512,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-26,  602,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-27,  259,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-28,  491,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-29,  261,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-09-30,  340,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-01,  347,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-02,  421,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-03,  515,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-04,  274,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-05,  423,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-06,  238,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-07,  350,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-08,  297,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-09,  372,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-10,  226,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-11,  337,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-12,  508,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-13,  243,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-14,  334,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-15,  171,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-16,  579,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-17,  495,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-18,  332,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-19,  518,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-20,  256,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-21,  477,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-22,  168,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-23,  429,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-24,  635,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-25,  282,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-26,  588,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-27,  531,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-28,  443,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-29,  519,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-30,  456,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-10-31,  628,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-01,  306,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-02,  421,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-03,  414,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-04,  190,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-05,  517,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-06,  159,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-07,  361,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-08,  517,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-09,  328,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-10,  429,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-11,  302,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-12,  563,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-13,  273,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-14,  430,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-15,  347,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-16,  508,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-17,  460,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-18,  365,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-19,  607,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-20,  229,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-21,  573,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-22,  371,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-23,  449,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-24,  281,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-25,  229,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-26,  514,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-27,  239,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-28,  451,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-29,  306,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-11-30,  602,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-01,  434,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-02,  340,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-03,  754,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-04,  313,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-05,  630,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-06,  343,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-07,  552,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-08,  426,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-09,  237,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-10,  403,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-11,  379,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-12,  310,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-13,  279,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-14,  217,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-15,  601,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-16,  338,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-17,  510,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-18,  452,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-19,  580,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-20,  540,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-21,  271,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-22,  454,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-23,  351,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-24,  340,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-25,  230,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-26,  313,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-27,  505,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-28,  293,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-29,  513,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-30,  431,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2020-12-31,  427,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-01,  444,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-02,  424,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-03,  340,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-04,  288,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-05,  359,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-06,  501,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-07,  522,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-08,  275,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-09,  606,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-10,  398,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-11,  415,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-12,  509,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-13,  342,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-14,  423,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-15,  226,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-16,  443,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-17,  518,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-18,  355,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-19,  450,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-20,  369,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-21,  688,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-22,  345,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-23,  391,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-24,  474,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-25,  491,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-26,  384,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-27,  354,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-28,  469,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-29,  354,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-30,  550,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-01-31,  412,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-01,  446,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-02,  510,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-03,  394,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-04,  557,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-05,  284,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-06,  581,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-07,  439,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-08,  342,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-09,  492,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-10,  421,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-11,  473,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-12,  365,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-13,  416,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-14,  586,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-15,  336,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-16,  491,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-17,  217,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-18,  613,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-19,  373,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-20,  408,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-21,  358,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-22,  477,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-23,  394,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-24,  368,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-25,  514,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-26,  453,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-27,  355,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-02-28,  497,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-01,  320,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-02,  647,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-03,  273,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-04,  375,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-05,  293,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-06,  552,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-07,  416,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-08,  350,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-09,  360,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-10,  299,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-11,  482,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-12,  358,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-13,  380,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-14,  421,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-15,  338,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-16,  460,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-17,  340,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-18,  613,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-19,  408,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-20,  443,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-21,  500,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-22,  327,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-23,  358,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-24,  365,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-25,  476,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-26,  442,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-27,  371,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-28,  258,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-29,  236,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-30,  240,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-03-31,  177,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-01,  463,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-02,  477,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-03,  354,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-04,  419,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-05,  404,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-06,  368,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-07,  313,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-08,  462,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-09,  380,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-10,  201,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-11,  139,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-12,  289,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-13,  219,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-14,  301,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-15,  315,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-16,  307,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-17,  151,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-18,  124,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-19, 4790,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-20, 4586,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-21, 2107,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-22, 3931,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-23, 4171,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-24, 3000,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-25, 2641,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-26, 3391,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-27, 2416,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-28, 2337,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-29, 3709,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-04-30, 4241,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-01, 3327,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-02, 3237,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-03, 2800,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-04, 2436,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-05, 2400,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-06, 3648,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-07, 2742,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-08, 2234,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-09, 1984,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-10, 4230,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-11, 2967,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Total,Total,2021-05-12, 2588,Number,13-05-21
